id,focus,signal,slack,drag,confidence,score,lane
l001,grammar width,35,33,6,25,172,ship
l002,label quality,35,34,6,55,204,ship
l003,error locality,35,35,6,85,236,ship
l004,token drift,35,36,18,25,130,watch
l005,grammar width,35,37,18,55,162,watch
l006,label quality,35,38,18,85,194,ship
l007,error locality,35,39,34,25,72,hold
l008,token drift,35,40,34,55,104,watch
l009,grammar width,35,41,34,85,136,watch
l010,label quality,60,42,6,25,265,ship
l011,error locality,60,43,6,55,297,ship
l012,token drift,60,44,6,85,329,ship
l013,grammar width,60,45,18,25,223,ship
l014,label quality,60,46,18,55,255,ship
l015,error locality,60,47,18,85,287,ship
l016,token drift,60,48,34,25,165,watch
l017,grammar width,60,32,34,55,163,watch
l018,label quality,60,33,34,85,195,ship
l019,error locality,85,34,6,25,324,ship
l020,token drift,85,35,6,55,356,ship
l021,grammar width,85,36,6,85,388,ship
l022,label quality,85,37,18,25,282,ship
l023,error locality,85,38,18,55,314,ship
l024,token drift,85,39,18,85,346,ship
l025,grammar width,85,40,34,25,224,ship
l026,label quality,85,41,34,55,256,ship
l027,error locality,85,42,34,85,288,ship
